name,serving_size,calories,proteins,carbohydrate,fat,sugar_g,sodium_mg,fiber_g,energy_percentage_dv,protein_percentage_dv,carbohydrate_percentage_dv,fat_percentage_dv,sodium_percentage_dv,Lemak jenuh,Natrium,Protein,Karbohidrat total,Energi,Lemak total,Serat pangan,name_clean,food_category
Lousiana rub (classic wings),1 g,171.0,15.0,1.0,12.0,0.0,0.0,1.0,7.95,25.0,0.31,17.91,0.0,0.0,0.0,25.0,0.0,8.0,18.0,0.0,lousiana rub (classic wings),High protein
Outback steackhouse Ribeye,58 g,540.0,58.0,0.0,35.0,0.0,0.0,0.0,25.12,96.67,0.0,52.24,0.0,0.0,0.0,97.0,0.0,26.0,53.0,0.0,outback steackhouse ribeye,High protein
Bonchon Spicy wings,0 g,800.0,56.0,18.0,54.0,5.0,0.0,0.0,37.21,93.33,5.54,80.6,0.0,0.0,0.0,94.0,0.0,38.0,81.0,0.0,bonchon spicy wings,High protein
Talas bogor kukus,0.80 g,120.0,1.5,28.2,0.3,0.0,11.0,0.7,5.58,2.5,8.68,0.45,0.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,talas bogor kukus,Low Sugar
Maya Sardines Chili sause,0.23 g,180.0,12.08,2.6,2.11,0.0,0.2,0.0,8.37,20.13,0.8,3.15,0.01,0.0,0.0,21.0,0.0,0.0,0.0,0.0,maya sardines chili sause,Low Carb
"Cempedak, segar",1 g,116.0,3.0,28.6,0.4,0.0,25.0,3.4,5.4,5.0,8.8,0.6,1.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"cempedak, segar",Low Sugar
Good Day rock caramello 3 in 1 200g,1 g,40.0,1.0,14.0,4.5,13.0,100.0,1.0,4.65,1.67,4.31,6.72,6.67,23.0,7.0,0.0,0.0,0.0,7.0,0.0,good day rock caramello 3 in 1 200g,Healthy
PRONAS Sarden saus pedas (425 g),8 g,80.0,8.0,2.0,4.0,0.0,120.0,0.0,3.72,13.33,0.62,5.97,8.0,13.0,0.0,14.0,0.0,0.0,0.0,0.0,pronas sarden saus pedas (425 g),Low Carb
"Terung belanda, segar",1 g,52.0,2.1,8.6,1.1,0.0,0.0,1.4,2.42,3.5,2.65,1.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"terung belanda, segar",Low Carb
Chitato,2 g,110.0,2.0,11.0,6.0,0.0,0.0,0.0,5.12,3.33,3.38,8.96,0.0,0.0,0.0,0.0,4.0,6.0,9.0,0.0,chitato,Low Sugar
Rambutan,0.40 g,69.0,0.9,18.1,0.1,0.0,16.0,0.8,3.21,1.5,5.57,0.15,1.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,rambutan,Low Sugar
"Beras ketan putih tumbuk, mentah",0.50 g,361.0,7.4,78.4,0.8,0.0,3.0,0.4,16.79,12.33,24.12,1.19,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"beras ketan putih tumbuk, mentah",Low Sugar
Sawo Manila,0.50 g,92.0,0.5,22.4,1.1,0.0,26.0,9.5,4.28,0.83,6.89,1.64,1.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,sawo manila,Low Sugar
Kerupuk cumi goreng,3.80 g,444.0,6.9,71.3,14.6,0.0,837.0,5.0,20.65,11.5,21.94,21.79,55.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,kerupuk cumi goreng,Low Sugar
Gemblong,1.20 g,274.0,1.7,55.5,5.4,0.0,0.0,2.2,12.74,2.83,17.08,8.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,gemblong,Low Sugar
Pop mie rasa baso,3 g,140.0,8.0,47.0,15.0,5.0,720.0,3.0,16.74,13.33,14.46,22.39,48.0,35.0,48.0,0.0,0.0,0.0,23.0,0.0,pop mie rasa baso,Low Sugar
"Soto madura, masakan",0.90 g,60.0,3.5,1.3,4.5,0.0,0.0,0.0,2.79,5.83,0.4,6.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"soto madura, masakan",Low Carb
Saos tomat,3.60 g,110.0,2.0,24.5,0.4,0.0,890.0,0.9,5.12,3.33,7.54,0.6,59.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,saos tomat,Low Sugar
Sariroti sandwich coklat,2 g,150.0,3.0,21.0,6.0,4.0,125.0,2.0,6.98,5.0,6.46,8.96,8.33,0.0,9.0,0.0,0.0,7.0,9.0,0.0,sariroti sandwich coklat,Low Sugar
"Bentul (Komba), talas, segar",1.80 g,98.0,1.6,20.9,0.7,0.0,0.0,0.7,4.56,2.67,6.43,1.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"bentul (komba), talas, segar",Low Sugar
Sagu manis,0.60 g,287.0,0.5,62.4,3.9,0.0,34.0,0.0,13.35,0.83,19.2,5.82,2.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,sagu manis,Low Sugar
Lemonia Biscuit,1 g,45.0,1.0,13.0,5.0,5.0,50.0,1.0,4.65,1.67,4.0,7.46,3.33,10.0,0.0,0.0,0.0,5.0,8.0,0.0,lemonia biscuit,Low Sugar
"Koro loke, biji",0.60 g,33.0,2.7,7.9,0.2,0.0,2.0,3.5,1.53,4.5,2.43,0.3,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"koro loke, biji",Low Carb
"Daun pakis, segar",1.40 g,39.0,4.5,6.9,0.4,0.0,20.0,2.0,1.81,7.5,2.12,0.6,1.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"daun pakis, segar",Low Carb
Kangkung tondano,1.10 g,43.0,1.8,8.4,0.2,0.0,30.0,4.3,2.0,3.0,2.58,0.3,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,kangkung tondano,Low Carb
Mie telur cap 3 ayam,6 g,230.0,8.0,49.0,0.0,2.0,0.0,6.0,10.7,13.33,15.08,0.0,0.0,0.0,0.0,14.0,16.0,0.0,0.0,20.0,mie telur cap 3 ayam,Low Sugar
"Pala, daging, segar",0.50 g,42.0,0.3,10.9,0.2,0.0,0.0,0.5,1.95,0.5,3.35,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"pala, daging, segar",Low Sugar
Tepung Gaplek,1.10 g,345.0,2.4,83.1,0.4,0.0,6.0,6.7,16.05,4.0,25.57,0.6,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,tepung gaplek,Low Sugar
Tempe kedelai murni mentah,1.60 g,201.0,20.8,13.5,8.8,0.0,9.0,1.4,9.35,34.67,4.15,13.13,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,tempe kedelai murni mentah,High protein
Flax seeds,18.29 g,534.0,18.29,28.88,42.16,0.0,0.0,0.0,24.84,30.48,8.89,62.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,flax seeds,High protein
Starbucks hot caramel macchiato (nonfat milk),11 g,200.0,11.0,36.0,1.5,0.0,0.0,0.0,9.3,18.33,11.08,2.24,0.0,0.0,0.0,19.0,12.0,10.0,0.0,0.0,starbucks hot caramel macchiato (nonfat milk),Low Sugar
Bango Bumbu Kuliner Nusantara Tongseng Khas Solo,1 g,15.0,0.0,5.0,1.5,4.0,800.0,1.0,1.63,0.0,1.54,2.24,53.33,3.0,54.0,0.0,0.0,0.0,0.0,4.0,bango bumbu kuliner nusantara tongseng khas solo,Low Carb
Bobengka,0.60 g,225.0,5.3,45.2,2.6,0.0,0.0,0.0,10.47,8.83,13.91,3.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,bobengka,Low Sugar
"Markisa squash, BD",0.20 g,104.0,1.2,23.7,0.5,0.0,40.0,0.0,4.84,2.0,7.29,0.75,2.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"markisa squash, bd",Low Sugar
Pizza hut deluxe cheeses,1 g,150.0,6.0,17.0,6.0,2.0,0.0,1.0,6.98,10.0,5.23,8.96,0.0,0.0,0.0,10.0,0.0,7.0,9.0,0.0,pizza hut deluxe cheeses,Low Sugar
Mi ABC cup baso sapi,4 g,290.0,7.0,34.0,13.0,3.0,0.0,4.0,13.49,11.67,10.46,19.4,0.0,0.0,0.0,0.0,0.0,14.0,20.0,14.0,mi abc cup baso sapi,Low Sugar
Nasi merah,0.30 g,149.0,2.8,32.5,0.4,0.0,5.0,0.3,6.93,4.67,10.0,0.6,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nasi merah,Low Sugar
Bagea kenari manis,1.30 g,523.0,3.2,64.2,28.2,0.0,74.0,0.0,24.33,5.33,19.75,42.09,4.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,bagea kenari manis,Low Sugar
Teh Javana,0 g,0.0,0.0,28.0,0.0,28.0,75.0,0.0,5.12,0.0,8.62,0.0,5.0,0.0,5.0,0.0,9.0,6.0,0.0,0.0,teh javana,Healthy
Biokul greek  yogurt,6 g,160.0,6.0,6.0,12.0,2.0,0.0,0.0,7.44,10.0,1.85,17.91,0.0,0.0,0.0,10.0,0.0,8.0,18.0,0.0,biokul greek  yogurt,Low Carb
Frisian flag sweet delight,6 g,150.0,6.0,20.0,6.0,18.0,75.0,0.0,6.98,10.0,6.15,8.96,5.0,0.0,0.0,10.0,0.0,7.0,9.0,0.0,frisian flag sweet delight,Healthy
Ahh Nabati Richeese,0 g,10.0,0.0,3.0,1.0,1.0,15.0,0.0,0.93,0.0,0.92,1.49,1.0,3.0,1.0,0.0,0.0,0.0,2.0,0.0,ahh nabati richeese,Low Carb
Indomie mi kuah,2 g,300.0,7.0,43.0,11.0,3.0,0.0,2.0,13.95,11.67,13.23,16.42,0.0,0.0,0.0,0.0,14.0,14.0,17.0,0.0,indomie mi kuah,Low Sugar
Saladstop bold bulgogi,6 g,411.8,17.7,30.6,25.7,13.3,695.4,6.0,19.15,29.5,9.42,38.36,46.36,0.0,47.0,30.0,0.0,0.0,39.0,0.0,saladstop bold bulgogi,High protein
Kue sus,0.90 g,221.0,7.5,24.8,10.2,0.0,0.0,0.0,10.28,12.5,7.63,15.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,kue sus,Low Sugar
Dodol galamai,1.20 g,348.0,0.4,76.1,3.8,0.0,38.0,0.5,16.19,0.67,23.42,5.67,2.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,dodol galamai,Low Sugar
Ketoprak,2.60 g,153.0,7.9,13.0,7.7,0.0,0.0,2.9,7.12,13.17,4.0,11.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ketoprak,Low Sugar
Kue koa,1 g,340.0,4.8,79.3,0.4,0.0,0.0,0.0,15.81,8.0,24.4,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,kue koa,Low Sugar
Keju mozzarella,27.50 g,280.0,27.5,3.1,17.1,0.0,0.0,0.0,13.02,45.83,0.95,25.52,0.0,0.0,0.0,46.0,0.0,14.0,26.0,0.0,keju mozzarella,High protein
Espresso,0.04 g,3.0,0.04,0.49,0.05,0.0,0.0,0.0,0.14,0.07,0.15,0.07,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,espresso,Low Carb
Permen frozz lime mint,0 g,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,permen frozz lime mint,Low Carb
Eskrim magnum white almond,3 g,230.0,3.0,23.0,14.0,13.0,0.0,3.0,10.7,5.0,7.08,20.9,0.0,0.0,0.0,0.0,0.0,11.0,21.0,10.0,eskrim magnum white almond,Snack
Pop mie mie goreng pedas,6 g,370.0,6.0,49.0,17.0,4.0,0.0,6.0,17.21,10.0,15.08,25.37,0.0,0.0,0.0,0.0,0.0,18.0,26.0,20.0,pop mie mie goreng pedas,Low Sugar
Berilla Collezione Lasagne all'uovo,11 g,370.0,11.0,71.0,4.0,0.0,30.0,0.0,17.21,18.33,21.85,5.97,2.0,0.0,0.0,19.0,22.0,18.0,0.0,0.0,berilla collezione lasagne all'uovo,Low Sugar
Roma Sandwich,2 g,140.0,2.0,17.0,7.0,6.0,80.0,0.0,6.51,3.33,5.23,10.45,5.33,0.0,6.0,0.0,0.0,7.0,11.0,0.0,roma sandwich,Healthy
"Taoge kacang tunggak, segar",1 g,40.0,5.0,5.8,0.2,0.0,2.0,2.6,1.86,8.33,1.78,0.3,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"taoge kacang tunggak, segar",Low Carb
Kacang negara,0.90 g,480.0,18.4,58.5,19.1,0.0,1010.0,11.7,22.33,30.67,18.0,28.51,67.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,kacang negara,High protein
Piattos Sambal Geprek Flavor,2 g,45.0,1.0,13.0,5.0,1.0,100.0,2.0,4.65,1.67,4.0,7.46,6.67,10.0,7.0,0.0,0.0,0.0,8.0,0.0,piattos sambal geprek flavor,Low Sugar
Japilus,2.70 g,500.0,1.2,67.3,25.1,0.0,0.0,0.4,23.26,2.0,20.71,37.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,japilus,Low Sugar
Ribeye,19.80 g,217.0,19.8,0.11,15.21,0.0,0.0,0.0,10.09,33.0,0.03,22.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ribeye,High protein
"Ikan Bader, segar",2 g,193.0,19.0,0.0,13.0,0.0,118.0,0.0,8.98,31.67,0.0,19.4,7.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"ikan bader, segar",High protein
Nutrijell pudding suus rasa vanila (120 g),0 g,40.0,0.0,8.0,0.5,5.0,30.0,0.0,1.86,0.0,2.46,0.75,2.0,0.0,2.0,0.0,3.0,2.0,0.0,0.0,nutrijell pudding suus rasa vanila (120 g),Low Carb
Mie sedaap kari spesial,3 g,340.0,8.0,48.0,13.0,2.0,0.0,3.0,15.81,13.33,14.77,19.4,0.0,0.0,0.0,0.0,15.0,16.0,20.0,0.0,mie sedaap kari spesial,Low Sugar
Burger Carl's Jr california classic double cheeseburger,2 g,600.0,23.0,41.0,39.0,11.0,0.0,2.0,27.91,38.33,12.62,58.21,0.0,0.0,0.0,39.0,0.0,28.0,59.0,0.0,burger carl's jr california classic double cheeseburger,High protein
The coffe bean & tea leaf matcha ice blended drink,16 g,410.0,16.0,67.0,9.0,59.0,0.0,0.0,19.07,26.67,20.62,13.43,0.0,0.0,0.0,27.0,21.0,20.0,0.0,0.0,the coffe bean & tea leaf matcha ice blended drink,High protein
Permen mentos spearmint,0 g,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.23,0.0,0.31,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,permen mentos spearmint,Low Carb
Teh Kotak Rasa Apel,0 g,100.0,0.0,24.0,0.0,20.0,50.0,0.0,4.65,0.0,7.38,0.0,3.33,0.0,4.0,0.0,8.0,5.0,0.0,0.0,teh kotak rasa apel,Healthy
Santan (dengan air),0.40 g,122.0,2.0,7.6,10.0,0.0,9.0,1.4,5.67,3.33,2.34,14.93,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,santan (dengan air),Low Carb
Mi basah,2.10 g,88.0,0.6,14.0,3.3,0.0,63.0,0.1,4.09,1.0,4.31,4.93,4.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,mi basah,Low Sugar
Sagu forno,0.60 g,291.0,0.5,63.4,4.0,0.0,40.0,0.0,13.53,0.83,19.51,5.97,2.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,sagu forno,Low Sugar
Gado-gado,1.50 g,137.0,6.1,21.0,3.2,0.0,0.0,1.1,6.37,10.17,6.46,4.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,gado-gado,Low Sugar
Coklat Hershey's milk chocolate,0.10 g,22.0,0.3,2.8,1.3,2.6,0.0,0.1,1.02,0.5,0.86,1.94,0.0,0.0,0.0,0.0,1.0,2.0,2.0,0.0,coklat hershey's milk chocolate,Low Carb
Mie aceh rebus,1.10 g,113.0,3.0,18.1,3.2,0.0,191.0,0.0,5.26,5.0,5.57,4.78,12.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,mie aceh rebus,Low Sugar
Jagung gerontol,0.80 g,156.0,2.7,33.3,1.3,0.0,0.0,1.0,7.26,4.5,10.25,1.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,jagung gerontol,Low Sugar
Puff pastry sheet,3 g,200.0,3.0,18.0,13.0,1.0,0.0,0.0,9.3,5.0,5.54,19.4,0.0,0.0,0.0,0.0,6.0,10.0,20.0,0.0,puff pastry sheet,Low Sugar
Melinjo emping tebal goreng asin,1.60 g,431.0,11.1,63.0,16.2,0.0,0.0,0.0,20.05,18.5,19.38,24.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,melinjo emping tebal goreng asin,Low Sugar
"Wortel,segar",0.60 g,36.0,1.0,7.9,0.6,0.0,70.0,1.0,1.67,1.67,2.43,0.9,4.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"wortel,segar",Low Carb
Yogurt greek yummy original,7 g,140.0,7.0,17.0,4.0,8.0,0.0,0.0,6.51,11.67,5.23,5.97,0.0,0.0,0.0,12.0,0.0,7.0,6.0,0.0,yogurt greek yummy original,Healthy
Sayur sop,2.70 g,27.0,1.3,1.0,2.0,0.0,0.0,0.3,1.26,2.17,0.31,2.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,sayur sop,Low Carb
Pulut,0.80 g,216.0,2.6,44.4,3.1,0.0,100.0,0.0,10.05,4.33,13.66,4.63,6.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,pulut,Low Sugar
"Andaliman, segar",2.20 g,99.0,4.6,18.0,1.0,0.0,0.0,8.5,4.6,7.67,5.54,1.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"andaliman, segar",Low Sugar
Nutrisari jus mangga,0 g,60.0,0.0,13.0,1.0,12.0,0.0,0.0,2.79,0.0,4.0,1.49,0.0,0.0,0.0,0.0,4.0,3.0,2.0,0.0,nutrisari jus mangga,Healthy
"Ikan Batung, segar",1.10 g,115.0,14.5,4.2,4.6,0.0,42.0,0.0,5.35,24.17,1.29,6.87,2.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"ikan batung, segar",Low Carb
"Bihun, mentah",0.20 g,348.0,4.7,82.1,0.1,0.0,12.0,1.2,16.19,7.83,25.26,0.15,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"bihun, mentah",Low Sugar
"Kelapa setengah tua, daging, segar",1 g,180.0,4.0,10.0,15.0,0.0,4.0,2.4,8.37,6.67,3.08,22.39,0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"kelapa setengah tua, daging, segar",Low Carb
dancow susu bubuk fortigro full cream,6 g,120.0,6.0,10.0,7.0,0.0,90.0,0.0,5.58,10.0,3.08,10.45,6.0,0.0,6.0,10.0,0.0,0.0,11.0,0.0,dancow susu bubuk fortigro full cream,Low Carb
Pork loin,19.74 g,198.0,19.74,0.0,12.58,0.0,0.0,0.0,9.21,32.9,0.0,18.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,pork loin,High protein
Cake tape,1.40 g,323.0,4.9,50.1,11.5,0.0,0.0,1.4,15.02,8.17,15.42,17.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,cake tape,Low Sugar
Supermi rasa Kaldu Ayam,3 g,100.0,6.0,45.0,11.0,2.0,920.0,3.0,13.95,10.0,13.85,16.42,61.33,30.0,62.0,0.0,0.0,0.0,17.0,0.0,supermi rasa kaldu ayam,Low Sugar
"Jawawut,mentah",1.50 g,364.0,9.7,73.4,3.5,0.0,7.0,8.2,16.93,16.17,22.58,5.22,0.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"jawawut,mentah",Low Sugar
"Ikan selar kuning cue, mentah",0.70 g,138.0,27.0,0.0,3.3,0.0,0.0,0.0,6.42,45.0,0.0,4.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"ikan selar kuning cue, mentah",High protein
Sate Ayam,19.54 g,225.0,19.54,4.87,14.82,0.0,355.0,0.0,10.47,32.57,1.5,22.12,23.67,0.0,24.0,33.0,0.0,0.0,23.0,0.0,sate ayam,High protein
Ademsari chingku herbal tea,0 g,90.0,0.0,21.0,0.0,21.0,0.0,0.0,4.19,0.0,6.46,0.0,0.0,0.0,0.0,0.0,7.0,5.0,0.0,0.0,ademsari chingku herbal tea,Healthy
"Batatas gembili, segar",0.70 g,76.0,1.1,16.0,0.9,0.0,10.0,4.2,3.53,1.83,4.92,1.34,0.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"batatas gembili, segar",Low Sugar
"Daun pakis loggiho, segar",1.60 g,54.0,2.2,3.1,3.6,0.0,70.0,2.1,2.51,3.67,0.95,5.37,4.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"daun pakis loggiho, segar",Low Carb
Supermi rasa steak ayam,4 g,140.0,7.0,54.0,15.0,6.0,590.0,4.0,17.67,11.67,16.62,22.39,39.33,35.0,40.0,0.0,0.0,0.0,23.0,0.0,supermi rasa steak ayam,Snack
"Koro wedus, biji, kering",3.50 g,338.0,22.2,61.0,1.5,0.0,43.0,5.8,15.72,37.0,18.77,2.24,2.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"koro wedus, biji, kering",High protein
Red Hot Cajun  (classic wings),1 g,142.0,15.0,1.0,8.0,0.0,0.0,1.0,6.6,25.0,0.31,11.94,0.0,0.0,0.0,25.0,0.0,7.0,12.0,0.0,red hot cajun  (classic wings),High protein
Tony roma's the original baby back ribs,0 g,563.0,30.0,55.0,25.0,50.0,0.0,0.0,26.19,50.0,16.92,37.31,0.0,0.0,0.0,50.0,0.0,27.0,38.0,0.0,tony roma's the original baby back ribs,High protein
Kerupuk kemplang (ikan) mentah,5.10 g,325.0,1.8,78.5,0.4,0.0,1123.0,4.5,15.12,3.0,24.15,0.6,74.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,kerupuk kemplang (ikan) mentah,Low Sugar
Rempeyek kacang uci,3.40 g,497.0,17.0,50.8,27.6,0.0,0.0,2.4,23.12,28.33,15.63,41.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,rempeyek kacang uci,High protein
Ampas kacang hijau,0.60 g,96.0,3.7,19.1,0.6,0.0,0.0,2.7,4.47,6.17,5.88,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ampas kacang hijau,Low Sugar
Pronas chicken luncheon,3 g,80.0,4.0,3.0,6.0,0.0,0.0,3.0,3.72,6.67,0.92,8.96,0.0,0.0,0.0,7.0,0.0,0.0,9.0,10.0,pronas chicken luncheon,Low Carb
"Susu kerbau, segar",0.80 g,160.0,6.3,7.1,12.0,0.0,82.0,0.0,7.44,10.5,2.18,17.91,5.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"susu kerbau, segar",Low Carb
"Soto sukaraja, masakan",1.10 g,80.0,3.2,9.0,3.5,0.0,0.0,0.3,3.72,5.33,2.77,5.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"soto sukaraja, masakan",Low Carb
Chitato keripik kentang rasa sapi panggang,2 g,110.0,2.0,11.0,6.0,0.0,115.0,0.0,5.12,3.33,3.38,8.96,7.67,0.0,8.0,0.0,0.0,6.0,9.0,0.0,chitato keripik kentang rasa sapi panggang,Low Sugar
Manan samin,0.80 g,379.0,3.4,50.6,18.1,0.0,0.0,0.0,17.63,5.67,15.57,27.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,manan samin,Low Sugar
Pizza hut meat lover's,2 g,470.0,19.0,36.0,28.0,1.0,0.0,2.0,21.86,31.67,11.08,41.79,0.0,0.0,0.0,32.0,0.0,22.0,42.0,0.0,pizza hut meat lover's,High protein
Bika ambon,0.60 g,199.0,2.1,44.4,1.5,0.0,0.0,0.3,9.26,3.5,13.66,2.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,bika ambon,Low Sugar
Keju Lemnos Fetta Cheese,5.40 g,83.0,5.4,0.4,6.9,0.9,0.0,0.0,3.86,9.0,0.12,10.3,0.0,0.0,0.0,9.0,0.0,4.0,11.0,0.0,keju lemnos fetta cheese,Low Carb
Krupuk Bocah Tua (mentah),1 g,340.0,1.0,84.0,0.0,0.0,1570.0,0.0,15.81,1.67,25.85,0.0,104.67,0.0,105.0,0.0,26.0,16.0,0.0,0.0,krupuk bocah tua (mentah),Low Sugar
Nissin wafer coklat,2 g,50.0,2.0,20.0,6.0,8.0,70.0,0.0,6.51,3.33,6.15,8.96,4.67,15.0,0.0,0.0,0.0,7.0,9.0,0.0,nissin wafer coklat,Healthy
Richeese Nabati,0 g,40.0,0.0,6.0,1.5,0.0,30.0,0.0,1.86,0.0,1.85,2.24,2.0,0.0,2.0,0.0,0.0,2.0,3.0,0.0,richeese nabati,Low Carb
KFC extra crispy sayap,10 g,170.0,10.0,5.0,13.0,0.0,0.0,0.0,7.91,16.67,1.54,19.4,0.0,0.0,0.0,17.0,0.0,8.0,20.0,0.0,kfc extra crispy sayap,Low Carb
Kacang uci,3.70 g,358.0,23.4,60.6,2.4,0.0,13.0,7.4,16.65,39.0,18.65,3.58,0.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,kacang uci,High protein
Kecimpring singkong goreng,3.50 g,464.0,1.2,73.0,18.6,0.0,0.0,1.3,21.58,2.0,22.46,27.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,kecimpring singkong goreng,Low Sugar
Sariroti Sandwich krim keju,1 g,130.0,3.0,17.0,6.0,3.0,260.0,1.0,6.05,5.0,5.23,8.96,17.33,0.0,18.0,0.0,0.0,7.0,9.0,0.0,sariroti sandwich krim keju,Low Sugar
Susu My protein impact whey protein,0.50 g,105.0,20.0,3.0,1.8,1.6,0.0,0.5,4.88,33.33,0.92,2.69,0.0,0.0,0.0,34.0,0.0,5.0,3.0,0.0,susu my protein impact whey protein,High protein
"Ubi jalar kuning, segar",1 g,119.0,0.5,25.1,0.4,0.0,3.0,4.2,5.53,0.83,7.72,0.6,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"ubi jalar kuning, segar",Low Sugar
"Amparan, tatak",0.80 g,191.0,1.3,34.0,5.5,0.0,0.0,0.0,8.88,2.17,10.46,8.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"amparan, tatak",Low Sugar
Kluwek,1.50 g,310.0,10.0,13.5,24.0,0.0,0.0,0.0,14.42,16.67,4.15,35.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,kluwek,Low Sugar
keripik Qtela singkong,0 g,100.0,0.0,14.0,5.0,1.0,0.0,0.0,4.65,0.0,4.31,7.46,0.0,0.0,0.0,0.0,5.0,5.0,8.0,0.0,keripik qtela singkong,Low Sugar
Milo Activ-Go 18 gram,0 g,15.0,2.0,13.0,2.0,8.0,35.0,0.0,3.72,3.33,4.0,2.99,2.33,5.0,0.0,0.0,4.0,4.0,0.0,0.0,milo activ-go 18 gram,Healthy
Indomie rasa ayam bawang,2 g,100.0,7.0,43.0,11.0,3.0,1330.0,2.0,13.95,11.67,13.23,16.42,88.67,30.0,89.0,0.0,0.0,0.0,17.0,0.0,indomie rasa ayam bawang,Low Sugar
Ketela pohon kukus,0.60 g,153.0,1.2,36.4,0.3,0.0,2.0,1.3,7.12,2.0,11.2,0.45,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ketela pohon kukus,Low Sugar
Indomie rasa ayam special,2 g,90.0,7.0,44.0,10.0,3.0,1180.0,2.0,13.95,11.67,13.54,14.93,78.67,25.0,79.0,0.0,0.0,0.0,15.0,0.0,indomie rasa ayam special,Low Sugar
